"channel_id","videos_n","politics_n","hateful_n","misinfo_n","neutral_n","conservative_n","moderate_n","liberal_n","videos_log","politics_log","hateful_log","misinfo_log","neutral_log","conservative_log","moderate_log","liberal_log","politics_prop","hateful_prop","misinfo_prop","neutral_prop","conservative_prop","moderate_prop","liberal_prop","vidtopic_intl_affairs","vidtopic_gov_operations","vidtopic_civil_lib","vidtopic_dom_commerce","vidtopic_no_topic","vidtopic_law_crime","vidtopic_gun_control","vidtopic_defense","vidtopic_economy","vidtopic_technology","vidtopic_health","vidtopic_immigration","vidtopic_housing","vidtopic_transport","vidtopic_education","vidtopic_environment","vidtopic_energy","vidtopic_labor","vidtopic_public_lands","vidtopic_soc_welfare","vidtopic_foreign_trade","vidtopic_agric","vidtopic_intl_affairs_prop","vidtopic_gov_operations_prop","vidtopic_civil_lib_prop","vidtopic_dom_commerce_prop","vidtopic_no_topic_prop","vidtopic_law_crime_prop","vidtopic_gun_control_prop","vidtopic_defense_prop","vidtopic_economy_prop","vidtopic_technology_prop","vidtopic_health_prop","vidtopic_immigration_prop","vidtopic_housing_prop","vidtopic_transport_prop","vidtopic_education_prop","vidtopic_environment_prop","vidtopic_energy_prop","vidtopic_labor_prop","vidtopic_public_lands_prop","vidtopic_soc_welfare_prop","vidtopic_foreign_trade_prop","vidtopic_agric_prop","vidtopic_intl_affairs_log","vidtopic_gov_operations_log","vidtopic_civil_lib_log","vidtopic_dom_commerce_log","vidtopic_no_topic_log","vidtopic_law_crime_log","vidtopic_gun_control_log","vidtopic_defense_log","vidtopic_economy_log","vidtopic_technology_log","vidtopic_health_log","vidtopic_immigration_log","vidtopic_housing_log","vidtopic_transport_log","vidtopic_education_log","vidtopic_environment_log","vidtopic_energy_log","vidtopic_labor_log","vidtopic_public_lands_log","vidtopic_soc_welfare_log","vidtopic_foreign_trade_log","vidtopic_agric_log","channel_country","channel_view_count","channel_subscriber_count","channel_video_count","channel_society","channel_sociology","channel_knowledge","channel_politics","channel_religion","channel_entertainment","channel_film","channel_televisionprogram","channel_technology","channel_military","channel_vehicle","channel_hobby","channel_food","channel_tourism","channel_humour","channel_pet","channel_fashion","channel_business","channel_performingarts","channel_anygame","channel_anymusic","channel_anysports","channel_anyphysichealth","channel_ideostd","channel_elitetype","channel_ideocat","channel_susp","channel_view_count_log","channel_subscriber_count_log","channel_video_count_long","channel_days_creation","channel_days_creation_log"
"UC7oazl72k72-o_J8vsGGDSg",9,9,1,0,0,0,0,6,2.30258509299405,2.30258509299405,0.693147180559945,0,0,0,0,1.94591014905531,1,0.1111,0,0,0,0,0.6667,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5556,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NULL",18168109,38200,3710,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605977636334309,"Other","Conservative",0,16.7151784173507,10.5506169722625,8.2190566610606,6451,8.7721454392451
"UC7oc5q7BkRIlfgsDzwJQnCw",84,76,0,0,72,0,0,1,4.44265125649032,4.34380542185368,0,0,4.29045944114839,0,0,0.693147180559945,0.9048,0,0,0.8571,0,0,0.0119,0,0,1,0,2,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119,0,0.0238,0,0.0119,0.8214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0.693147180559945,4.24849524204936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NULL",42387547,46400,3465,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0178448826590925,"Other","Moderate",0,17.5623651978247,10.7450762897062,8.15075647027555,6481,8.77678438370149
"UC7pIAtcJoXFH8i_yodrholA",26,26,0,0,3,0,0,23,3.29583686600433,3.29583686600433,0,0,1.38629436111989,0,0,3.17805383034795,1,0,0,0.1154,0,0,0.8846,0,7,1,0,0,0,0,1,0,0,0,7,1,0,0,0,1,2,0,0,0,0,0,0.2692,0.0385,0,0,0,0,0.0385,0,0,0,0.2692,0.0385,0,0,0,0.0385,0.0769,0,0,0,0,0,2.07944154167984,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,2.07944154167984,0.693147180559945,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,"None",42425,338,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,10.6555166608323,5.82600010738045,5.4510384535657,2903,7.97384437594469
"UC7pRzBWT9yznrKlGc-GWKqg",7,7,0,0,5,0,1,0,2.07944154167984,2.07944154167984,0,0,1.79175946922805,0,0.693147180559945,0,1,0,0,0.7143,0,0.1429,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0.2857,0,0,0.4286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",2235520,11300,206,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.68506272034444,"Other","Liberal",0,14.6199848684837,9.33264649636015,5.33271879326537,5079,8.53306654057253
"UC7pjcXDOGZ9uJlTJ8dIet5g",63,12,3,1,0,0,10,0,4.15888308335967,2.56494935746154,1.38629436111989,0.693147180559945,0,0,2.39789527279837,0,0.1905,0.0476,0.0159,0,0,0.1587,0,2,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0317,0,0.0159,0.0159,0.0794,0,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0.693147180559945,1.79175946922805,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,"GB",1836429,31800,216,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608993293046496,"Other","Conservative",0,14.4233340275339,10.3672530148147,5.37989735354046,3771,8.23536064375335
"UC7pxLKkNn9BFXWbu690NFCw",101,18,5,0,0,0,7,2,4.62497281328427,2.94443897916644,1.79175946922805,0,0,0,2.07944154167984,1.09861228866811,0.1782,0.0495,0,0,0,0.0693,0.0198,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1188,0,0.0495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NULL",3376481,43300,180,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255522136689792,"Other","Moderate",0,15.0323448970188,10.6759310084121,5.19849703126583,2104,7.65207074611648
"UC7qCAvNXX0Pi05tufrDN0XQ",354,183,88,2,0,101,30,24,5.87211778947542,5.21493575760899,4.48863636973214,1.09861228866811,0,4.62497281328427,3.43398720448515,3.2188758248682,0.5169,0.2486,0.0056,0,0.2853,0.0847,0.0678,4,24,50,8,35,13,0,6,4,4,0,1,2,2,1,0,0,1,0,0,0,0,0.0113,0.0678,0.1412,0.0226,0.0989,0.0367,0,0.0169,0.0113,0.0113,0,0.0028,0.0056,0.0056,0.0028,0,0,0.0028,0,0,0,0,1.6094379124341,3.2188758248682,3.93182563272433,2.19722457733622,3.58351893845611,2.63905732961526,0,1.94591014905531,1.6094379124341,1.6094379124341,0,0.693147180559945,1.09861228866811,1.09861228866811,0.693147180559945,0,0,0.693147180559945,0,0,0,0,"US",52496882,254000,1753,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04366095276644,"Other","Conservative",0,17.7762643543707,12.4450934830008,7.46965417293213,6335,8.75400293349426
"UC7qH-uzX0yfgfZ9oOO6oE1w",8,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",15461386,178000,642,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17042029351727,"Other","Conservative",0,16.5538563124939,12.089544447236,6.46614472423762,6173,8.7281022050621
"UC7qUL2EsTHpNcgsz7woW9Iw",25,25,6,3,1,13,2,2,3.25809653802148,3.25809653802148,1.94591014905531,1.38629436111989,0.693147180559945,2.63905732961526,1.09861228866811,1.09861228866811,1,0.24,0.12,0.04,0.52,0.08,0.08,2,11,1,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.44,0.04,0,0.04,0,0,0.12,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,2.484906649788,0.693147180559945,0,0.693147180559945,0,0,1.38629436111989,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",12091644,57400,2867,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924401205139372,"Other","Conservative",0,16.3080252761971,10.9578170037587,7.96137020171951,6661,8.80417501875363
"UC7qZ_e097NBkgOljy1joVRA",15,10,1,0,0,0,2,8,2.77258872223978,2.39789527279837,0.693147180559945,0,0,0,1.09861228866811,2.19722457733622,0.6667,0.0667,0,0,0,0.1333,0.5333,0,5,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.0667,0,0.2,0,0,0,0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0.693147180559945,0,1.38629436111989,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,"NULL",28434485,39700,1744,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.987685434795436,"Media","Liberal",0,17.1631132622453,10.5891316552749,7.46450983463653,5908,8.68423189134568
"UC7qnYpVcuFbURi3E2E6_f6Q",146,104,4,0,71,0,14,0,4.99043258677874,4.65396035015752,1.6094379124341,0,4.27666611901606,0,2.70805020110221,0,0.7123,0.0274,0,0.4863,0,0.0959,0,81,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5548,0,0.0068,0,0.0616,0,0,0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40671924726425,0,0.693147180559945,0,2.30258509299405,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UA",755296353,1310000,7997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.574880916063385,"Other","Liberal",0,20.4426207520511,14.0855384585358,8.98694678940676,3863,8.25945819533241
"UC7qx5iw1K0deq6cw1g6uWAA",44,1,0,0,0,0,0,0,3.80666248977032,0.693147180559945,0,0,0,0,0,0,0.0227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",4252807,19500,2972,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53815352160367,"Other","Conservative",0,15.2630900286129,9.87822102528824,7.9973268229981,4360,8.38045666784277
"UC7r3CtWCDuZ-eJEBKXchQ9w",43,24,39,0,0,3,18,0,3.78418963391826,3.2188758248682,3.68887945411394,0,0,1.38629436111989,2.94443897916644,0,0.5581,0.907,0,0,0.0698,0.4186,0,0,1,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233,0.4419,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,2.99573227355399,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NULL",819719,22100,349,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969490977931744,"Other","Conservative",0,13.6167180975139,10.0033781353509,5.85793315448346,1646,7.40671073017764
"UC7r4-nZ4icT8SIcnisXFSHQ",138,136,1,0,0,0,124,0,4.93447393313069,4.91998092582813,0.693147180559945,0,0,0,4.8283137373023,0,0.9855,0.0072,0,0,0,0.8986,0,0,0,0,108,0,0,0,0,6,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.7826,0,0,0,0,0.0435,0.0507,0,0,0,0,0,0,0.0217,0,0,0,0,0,0,0,0,4.69134788222914,0,0,0,0,1.94591014905531,2.07944154167984,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"US",10008868,125000,848,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.340085235781013,"Other","Moderate",0,16.1189821578949,11.7360770162524,6.74405918631135,3185,8.06652149046999
"UC7rXdy3dOinCLNpPjPkc8Kw",141,31,39,15,2,8,9,3,4.95582705760126,3.46573590279973,3.68887945411394,2.77258872223978,1.09861228866811,2.19722457733622,2.30258509299405,1.38629436111989,0.2199,0.2766,0.1064,0.0142,0.0567,0.0638,0.0213,0,4,2,0,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284,0.0142,0,0.1489,0,0,0,0,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,1.09861228866811,0,3.09104245335832,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,"US",20654581,103000,1588,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17080693265452,"Other","Conservative",0,16.8434477413775,11.5424939759025,7.37086016653672,6416,8.76670599775052
"UC7rlvlj-jumO7LrXpP-8NZQ",668,342,45,0,115,39,36,52,6.50578406012823,5.83773044716594,3.8286413964891,0,4.75359019110636,3.68887945411394,3.61091791264422,3.97029191355212,0.512,0.0674,0,0.1722,0.0584,0.0539,0.0778,6,30,31,11,89,17,4,3,6,24,0,16,13,4,2,0,4,10,0,0,0,1,0.009,0.0449,0.0464,0.0165,0.1332,0.0254,0.006,0.0045,0.009,0.0359,0,0.024,0.0195,0.006,0.003,0,0.006,0.015,0,0,0,0.0015,1.94591014905531,3.43398720448515,3.46573590279973,2.484906649788,4.49980967033027,2.89037175789616,1.6094379124341,1.38629436111989,1.94591014905531,3.2188758248682,0,2.83321334405622,2.63905732961526,1.6094379124341,1.09861228866811,0,1.6094379124341,2.39789527279837,0,0,0,0.693147180559945,"GB",256349214,245000,3683,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32344140332734,"Other","Conservative",0,19.3620511939697,12.4090175711512,8.2117543973752,3639,8.19973896063079
"UC7sL-CtxlyCPeZ0Oj95kvDQ",1213,742,0,0,610,3,7,79,7.10167597161944,6.61069604471776,0,0,6.4150969591716,1.38629436111989,2.07944154167984,4.38202663467388,0.6117,0,0,0.5029,0.0025,0.0058,0.0651,2,63,11,25,157,57,35,13,8,18,0,6,27,27,67,0,35,11,39,12,1,3,0.0016,0.0519,0.0091,0.0206,0.1294,0.047,0.0289,0.0107,0.0066,0.0148,0,0.0049,0.0223,0.0223,0.0552,0,0.0289,0.0091,0.0322,0.0099,0.0008,0.0025,1.09861228866811,4.15888308335967,2.484906649788,3.25809653802148,5.06259503302697,4.06044301054642,3.58351893845611,2.63905732961526,2.19722457733622,2.94443897916644,0,1.94591014905531,3.3322045101752,3.3322045101752,4.21950770517611,0,3.58351893845611,2.484906649788,3.68887945411394,2.56494935746154,0.693147180559945,1.38629436111989,"US",7723827,11000,4871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.636762052789181,"Other","Liberal",0,15.8598206540278,9.30574145673943,8.49125980938973,1917,7.55903825544338
"UC7sbc0Ed3_yMu-etXVpj7cg",103,2,10,0,0,0,0,2,4.64439089914137,1.09861228866811,2.39789527279837,0,0,0,0,1.09861228866811,0.0194,0.0971,0,0,0,0,0.0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,"NULL",223318752,2110000,125,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.36447347787002,"Other","Liberal",0,19.2241106944754,14.5621989793858,4.83628190695148,2805,7.93951526066241
"UC7t8MfZWsVFJ8-XSHMGhvrA",2,2,0,0,0,0,0,1,1.09861228866811,1.09861228866811,0,0,0,0,0,0.693147180559945,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,"NULL",197698,1970,206,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8716426220667,"Other","Liberal",0,12.194500950977,7.58629630715272,5.33271879326537,2910,7.97625194374562
"UC7tHnNBqza2SrVtFb_b7fAg",466,459,344,5,0,318,70,22,6.1463292576689,6.13122648948314,5.84354441703136,1.79175946922805,0,5.76519110278484,4.26267987704132,3.13549421592915,0.985,0.7382,0.0107,0,0.6824,0.1502,0.0472,0,269,89,1,2,27,10,1,13,2,0,20,0,0,0,0,1,1,0,1,0,0,0,0.5773,0.191,0.0021,0.0043,0.0579,0.0215,0.0021,0.0279,0.0043,0,0.0429,0,0,0,0,0.0021,0.0021,0,0.0021,0,0,0,5.59842195899838,4.49980967033027,0.693147180559945,1.09861228866811,3.3322045101752,2.39789527279837,0.693147180559945,2.63905732961526,1.09861228866811,0,3.04452243772342,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,"US",23806217,400000,1051,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967825361792028,"Other","Conservative",0,16.9854573650233,12.899222326087,6.95844839329766,1006,6.91473089271856
"UC7tXCm8gKlAhTFo2kuf5ylw",115,115,10,0,12,43,13,26,4.75359019110636,4.75359019110636,2.39789527279837,0,2.56494935746154,3.78418963391826,2.63905732961526,3.29583686600433,1,0.087,0,0.1043,0.3739,0.113,0.2261,3,5,0,1,1,0,0,42,0,1,0,3,1,5,0,0,13,0,8,1,1,0,0.0261,0.0435,0,0.0087,0.0087,0,0,0.3652,0,0.0087,0,0.0261,0.0087,0.0435,0,0,0.113,0,0.0696,0.0087,0.0087,0,1.38629436111989,1.79175946922805,0,0.693147180559945,0.693147180559945,0,0,3.76120011569356,0,0.693147180559945,0,1.38629436111989,0.693147180559945,1.79175946922805,0,0,2.63905732961526,0,2.19722457733622,0.693147180559945,0.693147180559945,0,"NULL",281462,1340,1038,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,12.5477562792019,7.20117088328168,6.94601399109923,3584,8.18451375303372
"UC7u2HaYBKDaLPcWmldxgGEA",134,26,52,1,0,6,6,3,4.90527477843843,3.29583686600433,3.97029191355212,0.693147180559945,0,1.94591014905531,1.94591014905531,1.38629436111989,0.194,0.3881,0.0075,0,0.0448,0.0448,0.0224,2,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149,0,0.0896,0,0.0672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,2.56494935746154,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",94858848,598000,829,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872031935206438,"Other","Conservative",0,18.3679005446694,13.3013477051722,6.72142570079064,4917,8.50065722277614
"UC7vgOKTVQVE8XYATHbTte1A",8,4,5,0,0,3,0,0,2.19722457733622,1.6094379124341,1.79175946922805,0,0,1.38629436111989,0,0,0.5,0.625,0,0,0.375,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",55450889,278000,1145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.196719992306254,"Other","Moderate",0,17.8310083221278,12.5353799897886,7.04403289727469,1253,7.13409372119287
"UC7wVlsDtCCSg5_3u0aj2laQ",15,11,0,0,5,0,0,0,2.77258872223978,2.484906649788,0,0,1.79175946922805,0,0,0,0.7333,0,0,0.3333,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,0,0.2,0,0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IN",21922188,53600,162,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130945661005499,"Other","Moderate",0,16.9030098781968,10.8893230036013,5.09375020080676,1562,7.35436233042148
"UC7wffWCb-k1F7oEyGMR8TTg",199,67,187,0,1,43,4,3,5.29831736654804,4.21950770517611,5.23644196282995,0,0.693147180559945,3.78418963391826,1.6094379124341,1.38629436111989,0.3367,0.9397,0,0.005,0.2161,0.0201,0.0151,27,11,23,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1357,0.0553,0.1156,0,0.0251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,2.484906649788,3.17805383034795,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NULL",956132,110000,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424780970177021,"Other","Moderate",0,13.770652303696,11.6082447356423,2.99573227355399,4109,8.32117830749028
"UC7wgd-IzQFW-tK1Q_JZg81w",379,370,2,0,320,0,0,0,5.94017125272043,5.91620206260743,1.09861228866811,0,5.77144112313002,0,0,0,0.9763,0.0053,0,0.8443,0,0,0,289,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7625,0,0,0,0,0,0,0.0792,0,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,5.66988092298052,0,0,0,0,0,0,3.43398720448515,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,"RU",51354741,167000,229,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.00793805060675285,"Other","Moderate",1,17.7542678367159,12.0257550794049,5.4380793089232,1100,7.00397413672268
"UC7xH-hdHMMqNB7NH88BuKpw",62,28,5,0,18,1,8,0,4.14313472639153,3.36729582998647,1.79175946922805,0,2.94443897916644,0.693147180559945,2.19722457733622,0,0.4516,0.0806,0,0.2903,0.0161,0.129,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4194,0,0,0,0,0,0,0,0,0.0161,0,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,"UA",216465,2920,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.811939551530667,"Other","Liberal",0,12.2851887702121,7.97968130238774,4.21950770517611,645,6.4707995037826
"UC7xXgdp_IJDASe1guOTAfCA",3,1,0,0,0,0,1,0,1.38629436111989,0.693147180559945,0,0,0,0,0.693147180559945,0,0.3333,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,"US",16413856,120000,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.416959750617436,"Other","Moderate",0,16.6136364750588,11.6952553550628,5.42934562895444,4110,8.32142158689788
"UC7y3gSvrNQux6kFKXd2Mf_A",106,3,5,0,0,1,0,0,4.67282883446191,1.38629436111989,1.79175946922805,0,0,0.693147180559945,0,0,0.0283,0.0472,0,0,0.0094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",5865902,30600,373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326381268728584,"Other","Moderate",0,15.5846669924128,10.3287879671451,5.92425579741453,2595,7.86172707782398
"UC7ynjArlSFuXW23ssZAknyA",105,0,0,0,0,0,0,0,4.66343909411207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NULL",30718826,602000,1123,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.416082050005676,"Other","Moderate",0,17.240386281921,13.3080143854191,7.02464903045364,4368,8.38228942895144
"UC7zrMSbsWkxFCBrsH7Va1RQ",35,9,17,0,0,0,2,1,3.58351893845611,2.30258509299405,2.89037175789616,0,0,0,1.09861228866811,0.693147180559945,0.2571,0.4857,0,0,0,0.0571,0.0286,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0.1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GB",34966437,124000,347,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505733830559683,"Other","Moderate",0,17.3698992451155,11.7280449090708,5.85220247977447,6629,8.79936008317991
"UC8-6gikVs0MvKebAHEGiwHg",12,11,0,0,0,0,8,1,2.56494935746154,2.484906649788,0,0,0,0,2.19722457733622,0.693147180559945,0.9167,0,0,0,0,0.6667,0.0833,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,"MX",121972468,358000,3638,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.377995971434325,"Other","Moderate",0,18.6193059132972,12.788291058675,8.19946419761216,1994,7.59839932932396
