"channel_id","videos_n","politics_n","hateful_n","misinfo_n","neutral_n","conservative_n","moderate_n","liberal_n","videos_log","politics_log","hateful_log","misinfo_log","neutral_log","conservative_log","moderate_log","liberal_log","politics_prop","hateful_prop","misinfo_prop","neutral_prop","conservative_prop","moderate_prop","liberal_prop","vidtopic_intl_affairs","vidtopic_gov_operations","vidtopic_civil_lib","vidtopic_dom_commerce","vidtopic_no_topic","vidtopic_law_crime","vidtopic_gun_control","vidtopic_defense","vidtopic_economy","vidtopic_technology","vidtopic_health","vidtopic_immigration","vidtopic_housing","vidtopic_transport","vidtopic_education","vidtopic_environment","vidtopic_energy","vidtopic_labor","vidtopic_public_lands","vidtopic_soc_welfare","vidtopic_foreign_trade","vidtopic_agric","vidtopic_intl_affairs_prop","vidtopic_gov_operations_prop","vidtopic_civil_lib_prop","vidtopic_dom_commerce_prop","vidtopic_no_topic_prop","vidtopic_law_crime_prop","vidtopic_gun_control_prop","vidtopic_defense_prop","vidtopic_economy_prop","vidtopic_technology_prop","vidtopic_health_prop","vidtopic_immigration_prop","vidtopic_housing_prop","vidtopic_transport_prop","vidtopic_education_prop","vidtopic_environment_prop","vidtopic_energy_prop","vidtopic_labor_prop","vidtopic_public_lands_prop","vidtopic_soc_welfare_prop","vidtopic_foreign_trade_prop","vidtopic_agric_prop","vidtopic_intl_affairs_log","vidtopic_gov_operations_log","vidtopic_civil_lib_log","vidtopic_dom_commerce_log","vidtopic_no_topic_log","vidtopic_law_crime_log","vidtopic_gun_control_log","vidtopic_defense_log","vidtopic_economy_log","vidtopic_technology_log","vidtopic_health_log","vidtopic_immigration_log","vidtopic_housing_log","vidtopic_transport_log","vidtopic_education_log","vidtopic_environment_log","vidtopic_energy_log","vidtopic_labor_log","vidtopic_public_lands_log","vidtopic_soc_welfare_log","vidtopic_foreign_trade_log","vidtopic_agric_log","channel_country","channel_view_count","channel_subscriber_count","channel_video_count","channel_society","channel_sociology","channel_knowledge","channel_politics","channel_religion","channel_entertainment","channel_film","channel_televisionprogram","channel_technology","channel_military","channel_vehicle","channel_hobby","channel_food","channel_tourism","channel_humour","channel_pet","channel_fashion","channel_business","channel_performingarts","channel_anygame","channel_anymusic","channel_anysports","channel_anyphysichealth","channel_ideostd","channel_elitetype","channel_ideocat","channel_susp","channel_view_count_log","channel_subscriber_count_log","channel_video_count_long","channel_days_creation","channel_days_creation_log"
"UC-Bnt4VckKG7Ti9MjZZnlDw",41,41,11,0,3,26,3,3,3.73766961828337,3.73766961828337,2.484906649788,0,1.38629436111989,3.29583686600433,1.38629436111989,1.38629436111989,1,0.2683,0,0.0732,0.6341,0.0732,0.0732,4,10,2,2,0,1,0,4,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0.0976,0.2439,0.0488,0.0488,0,0.0244,0,0.0976,0.0244,0,0,0.2439,0,0,0,0,0,0,0,0,0.0244,0,1.6094379124341,2.39789527279837,1.09861228866811,1.09861228866811,0,0.693147180559945,0,1.6094379124341,0.693147180559945,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0.693147180559945,0,"None",32703,427,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3721948789728,"Other","Conservative",0,10.3952526735634,6.0591231955818,4.31748811353631,1251,7.13249755166004
"UC-ECQsEy5OPdRIHXaMs8mWw",73,6,31,0,0,2,0,0,4.30406509320417,1.94591014905531,3.46573590279973,0,0,1.09861228866811,0,0,0.0822,0.4247,0,0,0.0274,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0,0.0274,0,0.0411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IE",1501074,13900,248,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96031787049735,"Other","Conservative",0,14.2216920760562,9.53971605897709,5.51745289646471,2288,7.73587031995257
"UC-EUb8w7j2nM1LbmiopvkYg",283,246,252,0,0,179,18,13,5.64897423816121,5.50938833662798,5.53338948872752,0,0,5.19295685089021,2.94443897916644,2.63905732961526,0.8693,0.8905,0,0,0.6325,0.0636,0.0459,0,1,187,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0.6608,0,0.1131,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,5.23644196282995,0,3.49650756146648,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",4969162,50000,418,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333691088799143,"Other","Moderate",0,15.4187619734274,10.8197982842103,6.03787091992214,2075,7.63819824428578
"UC-ElvDDr3kszDmKVgvr_BtA",91,39,32,0,0,7,9,12,4.52178857704904,3.68887945411394,3.49650756146648,0,0,2.07944154167984,2.30258509299405,2.56494935746154,0.4286,0.3516,0,0,0.0769,0.0989,0.1319,0,3,8,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.0879,0,0.2967,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,2.19722457733622,0,3.3322045101752,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",7113248,29700,619,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00041504562992,"Other","Liberal",0,15.7774696594294,10.2989359942576,6.42971947803914,2517,7.83122021460429
"UC-ExyMINOlliuuq94ps6QyA",8,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GB",141715017,109000,402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.651324650256291,"Other","Liberal",0,18.7693286835192,11.5991123354811,5.99893656194668,870,6.7696419768525
"UC-GSJp7HLj5FsBkff5xAMaA",41,41,28,0,0,24,7,2,3.73766961828337,3.73766961828337,3.36729582998647,0,0,3.2188758248682,2.07944154167984,1.09861228866811,1,0.6829,0,0,0.5854,0.1707,0.0488,2,3,19,1,1,1,0,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0.0488,0.0732,0.4634,0.0244,0.0244,0.0244,0,0.0244,0.0244,0,0,0,0,0.0244,0.1463,0,0,0,0,0,0,0,1.09861228866811,1.38629436111989,2.99573227355399,0.693147180559945,0.693147180559945,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0,0,0,0.693147180559945,1.94591014905531,0,0,0,0,0,0,0,"US",122067,3300,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42672444630658,"Other","Conservative",0,11.7123335454877,8.10198073185319,4.70048036579242,1297,7.16857989726403
"UC-GqXHAdxVUVMw2F_7h_X3Q",892,888,30,2,10,593,47,135,6.7945865808765,6.7900972355139,3.43398720448515,1.09861228866811,2.39789527279837,6.38687931936265,3.87120101090789,4.91265488573605,0.9955,0.0336,0.0022,0.0112,0.6648,0.0527,0.1513,0,3,8,2,9,374,395,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0034,0.009,0.0022,0.0101,0.4193,0.4428,0.0011,0,0,0,0,0.0011,0,0,0,0,0.0011,0,0,0,0,0,1.38629436111989,2.19722457733622,1.09861228866811,2.30258509299405,5.92692602597041,5.98141421125448,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,"US",2407521,49500,591,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14663548994238,"Other","Conservative",0,14.6941085607227,10.8097481503729,6.38350663488401,4081,8.31434234336979
"UC-Gu_VkJmS1FGxsrSddKvfg",275,62,13,0,20,7,18,3,5.62040086571715,4.14313472639153,2.63905732961526,0,3.04452243772342,2.07944154167984,2.94443897916644,1.38629436111989,0.2255,0.0473,0,0.0727,0.0255,0.0655,0.0109,4,0,1,5,30,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0.0145,0,0.0036,0.0182,0.1091,0,0.0036,0,0.0036,0,0,0,0.0073,0,0.0036,0,0,0,0,0.0036,0,0,1.6094379124341,0,0.693147180559945,1.79175946922805,3.43398720448515,0,0.693147180559945,0,0.693147180559945,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,"US",8411512,48500,2929,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.464685433800928,"Other","Moderate",0,15.9451119206433,10.7893396952697,7.98275770201111,6553,8.78783082925876
"UC-H-L8u8PzzgdAzBLrqU6PQ",1910,1637,50,2,1167,49,87,124,7.55538194424027,7.40123126441302,3.93182563272433,1.09861228866811,7.06304816338817,3.91202300542815,4.47733681447821,4.8283137373023,0.8571,0.0262,0.001,0.611,0.0257,0.0455,0.0649,15,152,16,27,107,567,211,7,22,8,0,30,57,96,70,0,15,15,7,7,3,0,0.0079,0.0796,0.0084,0.0141,0.056,0.2969,0.1105,0.0037,0.0115,0.0042,0,0.0157,0.0298,0.0503,0.0366,0,0.0079,0.0079,0.0037,0.0037,0.0016,0,2.77258872223978,5.03043792139244,2.83321334405622,3.3322045101752,4.68213122712422,6.34212141872115,5.35658627467201,2.07944154167984,3.13549421592915,2.19722457733622,0,3.43398720448515,4.06044301054642,4.57471097850338,4.26267987704132,0,2.77258872223978,2.77258872223978,2.07944154167984,2.07944154167984,1.38629436111989,0,"US",40763448,76400,3851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.263053716080746,"Other","Moderate",0,17.5232963800108,11.2437510640742,8.25634777291802,4724,8.46062283992784
"UC-H3l7r1p_y11ExyHzquaQA",118,106,0,0,0,0,11,92,4.77912349311153,4.67282883446191,0,0,0,0,2.484906649788,4.53259949315326,0.8983,0,0,0,0,0.0932,0.7797,35,5,22,0,1,0,3,2,2,4,0,0,0,0,2,0,1,1,0,0,0,1,0.2966,0.0424,0.1864,0,0.0085,0,0.0254,0.0169,0.0169,0.0339,0,0,0,0,0.0169,0,0.0085,0.0085,0,0,0,0.0085,3.58351893845611,1.79175946922805,3.13549421592915,0,0.693147180559945,0,1.38629436111989,1.09861228866811,1.09861228866811,1.6094379124341,0,0,0,0,1.09861228866811,0,0.693147180559945,0.693147180559945,0,0,0,0.693147180559945,"NULL",5667256,25700,1391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.959383270248509,"Other","Liberal",0,15.550215784397,10.1542851806322,7.23849684089437,5177,8.55217416031148
"UC-HNFt8XqtMXgkBlZB83v3A",303,203,10,0,126,0,48,5,5.71702770140622,5.31811999384422,2.39789527279837,0,4.84418708645859,0,3.89182029811063,1.79175946922805,0.67,0.033,0,0.4158,0,0.1584,0.0165,161,1,1,0,18,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5314,0.0033,0.0033,0,0.0594,0,0,0.0198,0,0,0,0,0,0,0,0,0.0033,0,0,0,0,0,5.08759633523238,0.693147180559945,0.693147180559945,0,2.94443897916644,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"UA",141259290,808000,701,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.581259295484103,"Other","Liberal",0,18.7661077028188,13.6023185751262,6.55393340402581,3646,8.20166019080868
"UC-ILYLVJ-fqfGxzSARAu9tQ",99,8,34,0,0,0,1,0,4.60517018598809,2.19722457733622,3.55534806148941,0,0,0,0.693147180559945,0,0.0808,0.3434,0,0,0,0.0101,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202,0,0.0202,0,0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,1.09861228866811,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GB",3476587,13500,4093,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299945296443921,"Other","Moderate",0,15.0615619110155,9.51051903575725,8.31727776622123,5226,8.56159277871292
"UC-ITKBmRgwm6Yecj0Ua9T7A",141,141,0,0,0,0,129,0,4.95582705760126,4.95582705760126,0,0,0,0,4.86753445045558,0,1,0,0,0,0,0.9149,0,0,0,0,97,2,1,0,0,1,1,0,0,0,1,0,0,9,0,0,0,0,1,0,0,0,0.6879,0.0142,0.0071,0,0,0.0071,0.0071,0,0,0,0.0071,0,0,0.0638,0,0,0,0,0.0071,0,0,0,4.58496747867057,1.09861228866811,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,0.693147180559945,0,0,2.30258509299405,0,0,0,0,0.693147180559945,"US",2994698,45400,782,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23338864835769,"Other","Moderate",0,14.9123542836464,10.7232894102186,6.6631326959908,4864,8.4898219946201
"UC-ImDz1aCgVBaT1Y971Ae-Q",92,50,0,0,7,0,5,32,4.53259949315326,3.93182563272433,0,0,2.07944154167984,0,1.79175946922805,3.49650756146648,0.5435,0,0,0.0761,0,0.0543,0.3478,34,1,2,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0.3696,0.0109,0.0217,0,0.0109,0.0109,0,0,0,0.0326,0,0,0,0,0,0,0,0,0,0,0.0109,0,3.55534806148941,0.693147180559945,1.09861228866811,0,0.693147180559945,0.693147180559945,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,"CH",1973710,16800,1082,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.752735023929685,"Other","Liberal",0,14.4954260850154,9.7291936874294,6.98749024700099,5956,8.69232227762869
"UC-J8PybPmYl6VJbu8sCRdHQ",132,121,0,0,8,3,74,23,4.89034912822175,4.80402104473326,0,0,2.19722457733622,1.38629436111989,4.31748811353631,3.17805383034795,0.9167,0,0,0.0606,0.0227,0.5606,0.1742,6,2,3,26,2,0,0,0,48,7,0,0,7,2,0,0,0,2,0,0,2,2,0.0455,0.0152,0.0227,0.197,0.0152,0,0,0,0.3636,0.053,0,0,0.053,0.0152,0,0,0,0.0152,0,0,0.0152,0.0152,1.94591014905531,1.09861228866811,1.38629436111989,3.29583686600433,1.09861228866811,0,0,0,3.89182029811063,2.07944154167984,0,0,2.07944154167984,1.09861228866811,0,0,0,1.09861228866811,0,0,1.09861228866811,1.09861228866811,"NULL",840965,28600,210,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.580894418338028,"Other","Liberal",0,13.642306510076,10.2611969612316,5.35185813347607,4027,8.30102525383845
"UC-JEgJ3NV-lpnAjbm81tNsg",1596,239,124,2,9,27,120,12,7.37588214821501,5.48063892334199,4.8283137373023,1.09861228866811,2.30258509299405,3.3322045101752,4.79579054559674,2.56494935746154,0.1497,0.0777,0.0013,0.0056,0.0169,0.0752,0.0075,10,40,14,1,66,2,1,25,5,50,0,1,1,0,0,0,4,0,1,0,0,0,0.0063,0.0251,0.0088,0.0006,0.0414,0.0013,0.0006,0.0157,0.0031,0.0313,0,0.0006,0.0006,0,0,0,0.0025,0,0.0006,0,0,0,2.39789527279837,3.71357206670431,2.70805020110221,0.693147180559945,4.20469261939097,1.09861228866811,0.693147180559945,3.25809653802148,1.79175946922805,3.93182563272433,0,0.693147180559945,0.693147180559945,0,0,0,1.6094379124341,0,0.693147180559945,0,0,0,"US",33214094,144000,5099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664194887654704,"Other","Conservative",0,17.3184848919844,11.8775755229785,8.53699581871242,2962,7.99395754757357
"UC-JSIhoXcKetaEeYOpvwcIQ",270,149,23,0,5,9,24,87,5.6021188208797,5.01063529409626,3.17805383034795,0,1.79175946922805,2.30258509299405,3.2188758248682,4.47733681447821,0.5519,0.0852,0,0.0185,0.0333,0.0889,0.3222,10,51,38,0,16,2,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0.037,0.1889,0.1407,0,0.0593,0.0074,0,0.0185,0,0.0074,0,0,0,0,0,0,0,0.0037,0,0,0,0.0037,2.39789527279837,3.95124371858143,3.66356164612965,0,2.83321334405622,1.09861228866811,0,1.79175946922805,0,1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,"US",3479916,10800,895,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33267667357507,"Other","Liberal",0,15.0625190008915,9.28739400141847,6.79794041297493,5461,8.60557030203365
"UC-JY5LuDM2wzN8cd5ubvRsg",111,107,6,0,1,68,13,12,4.71849887129509,4.68213122712422,1.94591014905531,0,0.693147180559945,4.23410650459726,2.63905732961526,2.56494935746154,0.964,0.0541,0,0.009,0.6126,0.1171,0.1081,0,11,0,2,2,1,0,0,52,2,0,6,1,0,5,0,3,3,0,0,0,1,0,0.0991,0,0.018,0.018,0.009,0,0,0.4685,0.018,0,0.0541,0.009,0,0.045,0,0.027,0.027,0,0,0,0.009,0,2.484906649788,0,1.09861228866811,1.09861228866811,0.693147180559945,0,0,3.97029191355212,1.09861228866811,0,1.94591014905531,0.693147180559945,0,1.79175946922805,0,1.38629436111989,1.38629436111989,0,0,0,0.693147180559945,"US",10546271,8270,350,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74516526940347,"Other","Conservative",0,16.1712829905093,9.02051069969191,5.86078622346587,6627,8.79905837854645
"UC-JdnHMXAijgwyfa5OnLiZA",133,102,25,0,6,3,73,9,4.89783979995091,4.63472898822964,3.25809653802148,0,1.94591014905531,1.38629436111989,4.30406509320417,2.30258509299405,0.7669,0.188,0,0.0451,0.0226,0.5489,0.0677,0,6,7,1,17,68,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0451,0.0526,0.0075,0.1278,0.5113,0.0075,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,1.94591014905531,2.07944154167984,0.693147180559945,2.89037175789616,4.23410650459726,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,"US",3549280,18200,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.409757934625638,"Other","Moderate",0,15.0822556057273,9.80923181661041,5.09375020080676,916,6.82110747225646
"UC-KA1iDz_5dLPquH62igDOw",2,2,1,0,0,1,0,1,1.09861228866811,1.09861228866811,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,1,0.5,0,0,0.5,0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",198405,3570,189,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,12.1980707153111,8.18060094759445,5.24702407216049,1559,7.35244110024358
"UC-KM4Su6AEkUNea4TnYbBBg",1,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GB",490674344,2150000,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.497481009052177,"Other","Moderate",0,20.0112912172397,14.58097886522,6.62936325343745,3147,8.05452260953729
"UC-LEvHJ39VBW6s5lsKDs8Tw",4,3,0,0,3,0,0,0,1.6094379124341,1.38629436111989,0,0,1.38629436111989,0,0,0,0.75,0,0,0.75,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",495429,2720,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.46374236163606,"Other","Moderate",0,13.1131813513294,7.90875473878325,3.04452243772342,707,6.56244409369372
"UC-MgavIdxnjVMmIWonFl0sQ",478,442,288,1,0,37,15,280,6.17170059741091,6.09356977004514,5.66642668811243,0.693147180559945,0,3.63758615972639,2.77258872223978,5.63835466933375,0.9247,0.6025,0.0021,0,0.0774,0.0314,0.5858,3,335,44,2,30,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0063,0.7008,0.0921,0.0042,0.0628,0,0.0021,0,0.0063,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,1.38629436111989,5.8171111599632,3.80666248977032,1.09861228866811,3.43398720448515,0,0.693147180559945,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,"NULL",2439987,13600,1455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.44042152361392,"Other","Liberal",0,14.7075036792245,9.51789859843275,7.28344822875663,6236,8.73825457652612
"UC-N44TadAniwC7v8Zj858nQ",11,11,4,0,0,6,2,0,2.484906649788,2.484906649788,1.6094379124341,0,0,1.94591014905531,1.09861228866811,0,1,0.3636,0,0,0.5455,0.1818,0,1,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0,0.1818,0,0,0,0,0.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",221689278,862000,432,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55850362593614,"Other","Conservative",0,19.2167873152756,13.667011709738,6.07073772800249,1929,7.56527528189893
"UC-NMIUb97QrAwGotD_gAZSA",62,51,22,0,7,3,17,12,4.14313472639153,3.95124371858143,3.13549421592915,0,2.07944154167984,1.38629436111989,2.89037175789616,2.56494935746154,0.8226,0.3548,0,0.1129,0.0484,0.2742,0.1935,0,3,2,0,10,24,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0484,0.0323,0,0.1613,0.3871,0.0968,0,0,0,0,0,0,0,0,0,0,0.0161,0,0,0,0,0,1.38629436111989,1.09861228866811,0,2.39789527279837,3.2188758248682,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,"US",2413509,10800,1206,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.697376975788457,"Other","Liberal",0,14.6965926774344,9.28739400141847,7.09589322109753,4134,8.32724260745779
"UC-O-zdJ01fSuBVctpV1DGmg",38,14,0,0,0,9,4,0,3.66356164612965,2.70805020110221,0,0,0,2.30258509299405,1.6094379124341,0,0.3684,0,0,0,0.2368,0.1053,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",34016075,118000,670,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03867621875415,"Other","Conservative",0,17.342343794364,11.6784483779882,6.50876913697168,4445,8.39976009452414
"UC-OKkVxTcgGo34pWUC9CIIw",209,206,124,1,0,20,6,161,5.34710753071747,5.33271879326537,4.8283137373023,0.693147180559945,0,3.04452243772342,1.94591014905531,5.08759633523238,0.9856,0.5933,0.0048,0,0.0957,0.0287,0.7703,117,43,14,0,1,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5598,0.2057,0.067,0,0.0048,0,0,0.0622,0,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,4.77068462446567,3.78418963391826,2.70805020110221,0,0.693147180559945,0,0,2.63905732961526,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,"US",8614108,82700,420,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.566800911218345,"Other","Liberal",0,15.9689119983355,11.3229869728371,6.04263283368238,1340,7.20117088328168
"UC-OOTUQbEJnDo2k5IqxdxnA",27,20,3,0,4,5,7,3,3.3322045101752,3.04452243772342,1.38629436111989,0,1.6094379124341,1.79175946922805,2.07944154167984,1.38629436111989,0.7407,0.1111,0,0.1481,0.1852,0.2593,0.1111,1,4,2,3,3,1,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0.037,0.1481,0.0741,0.1111,0.1111,0.037,0,0.037,0.037,0.0741,0,0.037,0,0.037,0,0,0,0,0,0,0,0,0.693147180559945,1.6094379124341,1.09861228866811,1.38629436111989,1.38629436111989,0.693147180559945,0,0.693147180559945,0.693147180559945,1.09861228866811,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,"NULL",4973,16600,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973229097286661,"Other","Conservative",0,8.51197962436335,9.71721821349408,1.6094379124341,4036,8.30325712085294
"UC-Pj1FHLkeW_LDxIHvPwggw",109,67,73,1,0,33,22,8,4.70048036579242,4.21950770517611,4.30406509320417,0.693147180559945,0,3.52636052461616,3.13549421592915,2.19722457733622,0.6147,0.6697,0.0092,0,0.3028,0.2018,0.0734,0,7,44,1,3,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642,0.4037,0.0092,0.0275,0.0917,0.0092,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,3.80666248977032,0.693147180559945,1.38629436111989,2.39789527279837,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",10437591,32700,276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921364732516929,"Other","Conservative",0,16.1609244624737,10.3951609374575,5.62401750618734,1512,7.32184971378836
"UC-Rhluknrt3EthAWBYhW2mg",49,16,11,0,0,0,13,0,3.91202300542815,2.83321334405622,2.484906649788,0,0,0,2.63905732961526,0,0.3265,0.2245,0,0,0,0.2653,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612,0,0.102,0,0.1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,1.79175946922805,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",3396623,15900,820,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149459373789125,"Other","Moderate",0,15.0382925551173,9.6741372793124,6.71052310945243,4538,8.42046200245647
